Symbol,Current Stock Price,Predicted Short Position,Difference,Company Name,Sector,Industry,Market Capital,P/E Ratio,P/B Ratio,PEG Ratio,Dividend Yield,EPS,Revenue,Profit Margin,EBITDA,Earnings Date
GL,$111.24,$57.11,"$54.13
",Globe Life Inc.,Financial Services,Insurance - Life,9142461440.0,9.229661,1.9787068,Not Available,0.0087,11.8,5727482880.0,0.19037001,1495667968,Not Available
INVH,$34.25,$31.98,"$2.27
",Invitation Homes Inc.,Real Estate,REIT - Residential,20614193152.0,46.73611,2.0788288,Not Available,0.033,0.72,2554563072.0,0.17238002,1407630976,Not Available
IP,$58.83,$35.62,"$23.21
",International Paper Company,Consumer Cyclical,Packaging & Containers,20286889984.0,49.91026,2.35094,Not Available,0.031600002,1.17,18639998976.0,0.02253,1955000064,Not Available
EXPE,$184.62,$117.74,"$66.88
","Expedia Group, Inc.",Consumer Cyclical,Travel Services,23637483520.0,23.918182,17.948544,Not Available,Not Available,7.7,13393999872.0,0.07966,1720000000,Not Available
KO,$64.08,$59.16,"$4.92
",The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,274054479872.0,26.397593,10.339379,Not Available,0.0305,2.41,46365999104.0,0.2245,14830999552,Not Available
PCAR,$117.00,$94.27,"$22.73
",PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,61123010560.0,13.040269,3.2747192,Not Available,0.010299999,8.94,34832900096.0,0.13514,5908100096,Not Available
RVTY,$116.14,$91.73,"$24.41
","Revvity, Inc.",Healthcare,Diagnostics & Research,13999380480.0,55.03828,1.7728561,Not Available,0.0023999999,2.09,2721554944.0,0.093439996,788105984,Not Available
WDC,$72.99,$49.94,"$23.05
",Western Digital Corporation,Technology,Computer Hardware,24591939584.0,78.17033,2.1139672,Not Available,Not Available,0.91,14348000256.0,0.02648,2134000000,Not Available
PYPL,$86.77,$58.96,"$27.81
","PayPal Holdings, Inc.",Financial Services,Credit Services,85728501760.0,20.457249,4.264052,Not Available,Not Available,4.18,31456999424.0,0.14076,6120999936,Not Available
NEE,$78.67,$58.02,"$20.65
","NextEra Energy, Inc.",Utilities,Utilities - Regulated Electric,157468819456.0,22.722551,3.146185,Not Available,0.026700001,3.37,26246000640.0,0.26492,14577999872,Not Available
UPS,$135.72,$127.26,"$8.46
","United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,110981611520.0,19.645166,6.5808625,Not Available,0.048600003,6.62,90685997056.0,0.062480003,12007999488,Not Available
ELV,$406.96,$410.98,"$-4.02
","Elevance Health, Inc.",Healthcare,Healthcare Plans,95072198656.0,14.92826,2.171895,Not Available,0.0159,27.46,174015004672.0,0.03688,11347999744,Not Available
EMR,$132.60,$92.87,"$39.73
",Emerson Electric Co.,Industrials,Specialty Industrial Machinery,75180875776.0,46.75532,3.4747663,Not Available,0.015800001,2.82,17492000768.0,0.11251,4614000128,Not Available
MSFT,$423.46,$376.15,"$47.31
",Microsoft Corporation,Technology,Software - Infrastructure,3202129068032.0,35.56483,11.130956,Not Available,0.0077,12.11,254189993984.0,0.35608003,136551997440,Not Available
ANSS,$351.10,$287.65,"$63.45
","ANSYS, Inc.",Technology,Software - Application,30411612160.0,53.666668,5.2159047,Not Available,Not Available,6.48,2467742976.0,0.23008,836108992,Not Available
CTAS,$225.79,$145.58,"$80.21
",Cintas Corporation,Industrials,Specialty Business Services,89506160640.0,56.04419,22.255816,Not Available,0.0069999998,3.96,9755872256.0,0.16795,2450383872,Not Available
UDR,$45.86,$34.67,"$11.19
","UDR, Inc.",Real Estate,REIT - Residential,16870890496.0,118.18421,4.2694173,Not Available,0.0375,0.38,1677719040.0,0.07606,989297984,Not Available
CTLT,$61.11,$39.58,"$21.53
","Catalent, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,11190214656.0,Not Available,3.1589465,Not Available,Not Available,-2.28,4422000128.0,-0.0934,462000000,Not Available
WEC,$101.05,$78.43,"$22.62
","WEC Energy Group, Inc.",Utilities,Utilities - Regulated Electric,31428470784.0,24.289951,2.6012907,Not Available,0.0335,4.09,8533199872.0,0.15143,3489200128,Not Available
UBER,$71.96,$58.39,"$13.57
","Uber Technologies, Inc.",Technology,Software - Application,151737450496.0,35.497536,10.259111,Not Available,Not Available,2.03,41955000320.0,0.10492,3444999936,Not Available
AME,$194.38,$157.11,"$37.27
","AMETEK, Inc.",Industrials,Specialty Industrial Machinery,44776603648.0,33.66609,4.6885295,Not Available,0.0057,5.75,6910462976.0,0.19271,2138388992,Not Available
IT,$517.93,$426.56,"$91.37
","Gartner, Inc.",Technology,Information Technology Services,39581855744.0,37.87122,37.355682,Not Available,Not Available,13.55,6138409984.0,0.1733,1298909952,Not Available
DD,$83.59,$64.04,"$19.55
","DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,34752958464.0,64.96094,1.4351548,Not Available,0.0182,1.28,12192000000.0,0.06553,2977999872,Not Available
ACN,$362.37,$292.27,"$70.10
",Accenture plc,Technology,Information Technology Services,217618595840.0,30.39005,7.697935,Not Available,0.0164,11.46,64896462848.0,0.111940004,11065912320,Not Available
VRSN,$187.18,$173.47,"$13.71
","VeriSign, Inc.",Technology,Software - Infrastructure,18264285184.0,22.125145,Not Available,Not Available,Not Available,8.59,1542400000.0,0.55686,1089200000,Not Available
EW,$71.35,$63.28,"$8.07
",Edwards Lifesciences Corporation,Healthcare,Medical Devices,41194582016.0,26.967182,4.3156824,Not Available,Not Available,2.59,6314899968.0,0.65859,2052400000,Not Available
CMG,$61.52,$46.23,"$15.29
","Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,82545704960.0,56.09259,22.860376,Not Available,Not Available,1.08,10984862720.0,0.13512999,2233638912,Not Available
AWK,$136.94,$117.36,"$19.58
","American Water Works Company, Inc.",Utilities,Utilities - Regulated Water,26589386752.0,27.069443,2.5660653,Not Available,0.0226,5.04,4514999808.0,0.21771999,2408000000,Not Available
COO,$104.46,$85.72,"$18.74
","The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,20461287424.0,57.077778,2.5811474,Not Available,0.0002,1.8,3804100096.0,0.09445,1023000000,Not Available
SHW,$397.40,$284.69,"$112.71
",The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,98517336064.0,38.92239,23.585772,Not Available,0.0072000003,10.05,23053500416.0,0.11094,4399799808,Not Available
HPQ,$35.43,$28.79,"$6.64
",HP Inc.,Technology,Computer Hardware,35270369280.0,13.02847,Not Available,Not Available,0.028199999,2.81,53320998912.0,0.053319998,5045000192,Not Available
AMAT,$174.71,$155.72,"$18.99
","Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,150354804736.0,21.182348,7.9805713,Not Available,0.0086,8.61,26854000640.0,0.27743,8204000256,Not Available
CCL,$25.43,$15.06,"$10.37
",Carnival Corporation & plc,Consumer Cyclical,Travel Services,35042410496.0,22.320513,3.8489316,Not Available,Not Available,1.17,24479000576.0,0.063930005,5878000128,Not Available
MLM,$600.00,$475.46,"$124.54
","Martin Marietta Materials, Inc.",Basic Materials,Building Materials,35922161664.0,18.247438,3.917785,Not Available,0.0053,32.21,6513200128.0,0.3046,1945500032,Not Available
AVY,$205.95,$193.72,"$12.23
",Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,16424813568.0,24.540817,6.8691196,Not Available,0.0171,8.33,8680500224.0,0.077649996,1416300032,Not Available
EVRG,$64.63,$50.23,"$14.40
","Evergy, Inc.",Utilities,Utilities - Regulated Electric,14651770880.0,17.218918,1.4614732,Not Available,0.042,3.7,5777800192.0,0.14769,2564199936,Not Available
EA,$163.67,$128.94,"$34.73
",Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,43762872320.0,42.784615,5.927321,Not Available,0.0046,3.9,7408999936.0,0.14118,1890000000,Not Available
DE,$465.90,$357.25,"$108.65
",Deere & Company,Industrials,Farm & Heavy Construction Machinery,126092664832.0,18.002539,5.467547,Not Available,0.0145000005,25.6,55955001344.0,0.14698,14364000256,Not Available
VLTO,$108.19,$77.35,"$30.84
",Veralto Corporation,Industrials,Pollution & Treatment Controls,26360559616.0,32.898148,13.4838705,Not Available,0.0034,3.24,5136000000.0,0.15693,1264999936,Not Available
SPG,$183.60,$127.87,"$55.73
","Simon Property Group, Inc.",Real Estate,REIT - Retail,67487518720.0,23.869854,21.946278,Not Available,0.0463,7.53,5909003776.0,0.41482,4353110016,Not Available
AMD,$137.18,$126.44,"$10.74
","Advanced Micro Devices, Inc.",Technology,Semiconductors,230520160256.0,124.60527,4.0457406,Not Available,Not Available,1.14,24295000064.0,0.07516,4479000064,Not Available
KLAC,$647.03,$565.47,"$81.56
",KLA Corporation,Technology,Semiconductor Equipment & Materials,88803934208.0,30.301462,24.957897,Not Available,0.010199999,21.91,10256832512.0,0.28921,4249192960,Not Available
NDAQ,$82.99,$57.15,"$25.84
","Nasdaq, Inc.",Financial Services,Financial Data & Stock Exchanges,46555398144.0,48.79518,4.2047343,Not Available,0.0117999995,1.66,7016999936.0,0.13667,2512000000,Not Available
URI,$866.00,$498.08,"$367.92
","United Rentals, Inc.",Industrials,Rental & Leasing Services,56036278272.0,22.342228,6.5382376,Not Available,0.0076,38.22,14977999872.0,0.17125,4542000128,Not Available
RTX,$121.83,$84.24,"$37.59
",RTX Corporation,Industrials,Aerospace & Defense,157898899456.0,34.18732,2.583687,Not Available,0.0212,3.47,79042002944.0,0.05969,12570999808,Not Available
NXPI,$229.37,$208.77,"$20.60
",NXP Semiconductors N.V.,Technology,Semiconductors,58280513536.0,21.901623,6.1923795,Not Available,0.0174,10.47,12924999680.0,0.20983,4640000000,Not Available
PNC,$214.72,$137.19,"$77.53
","The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,82645934080.0,17.59206,1.6721524,Not Available,0.030299999,11.84,20483999744.0,0.25107,Not Available,Not Available
KMX,$83.97,$65.52,"$18.45
","CarMax, Inc.",Consumer Cyclical,Auto & Truck Dealerships,12953195520.0,31.43233,2.1016514,Not Available,Not Available,2.66,27679066112.0,0.01508,926968000,Not Available
MTCH,$32.74,$30.27,"$2.47
","Match Group, Inc.",Communication Services,Internet Content & Information,8358819840.0,14.928251,Not Available,Not Available,Not Available,2.23,3485424896.0,0.17864001,993089984,Not Available
BIIB,$160.63,$166.63,"$-6.00
",Biogen Inc.,Healthcare,Drug Manufacturers - General,23682252800.0,14.707692,1.4474787,Not Available,Not Available,11.05,9607499776.0,0.16812,2884999936,Not Available
NVDA,$138.25,$55.83,"$82.42
",NVIDIA Corporation,Technology,Semiconductors,3397987598336.0,54.625984,79.55849,Not Available,0.00029999999,2.54,96307003392.0,0.55041003,61184000000,Not Available
CHRW,$105.58,$72.25,"$33.33
","C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,12675122176.0,37.103806,7.7204986,Not Available,0.0234,2.89,17762187264.0,0.01956,673996992,Not Available
ROP,$566.44,$517.31,"$49.13
","Roper Technologies, Inc.",Technology,Software - Application,60344729600.0,41.41023,3.2591562,Not Available,0.0058,13.59,6775600128.0,0.21784,2732699904,Not Available
IDXX,$421.75,$429.15,"$-7.40
","IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,35515445248.0,41.946323,21.990824,Not Available,Not Available,10.34,3844816896.0,0.22530001,1299420032,Not Available
EXC,$39.56,$34.36,"$5.20
",Exelon Corporation,Utilities,Utilities - Regulated Electric,38675910656.0,15.839506,1.4527818,Not Available,0.0396,2.43,22923999232.0,0.106000006,7148000256,Not Available
HES,$147.18,$130.12,"$17.06
",Hess Corporation,Energy,Oil & Gas E&P,45558329344.0,17.2331,4.1962767,Not Available,0.0136,8.58,12462999552.0,0.21183,6984999936,Not Available
HD,$429.13,$322.05,"$107.08
","The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,420808425472.0,28.758995,72.55009,Not Available,0.0211,14.73,154595999744.0,0.0945,24757999616,Not Available
ALB,$107.70,$80.82,"$26.88
",Albemarle Corporation,Basic Materials,Specialty Chemicals,12940566528.0,Not Available,1.6164293,Not Available,0.0146,-16.76,6501978112.0,-0.28798,-935078016,Not Available
VLO,$139.08,$127.16,"$11.92
",Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,44119285760.0,12.256816,1.7470884,Not Available,0.0305,11.37,128730996736.0,0.028670002,7816000000,Not Available
AON,$391.54,$287.93,"$103.61
",Aon plc,Financial Services,Insurance Brokers,83436503040.0,33.059555,13.376964,Not Available,0.0069999998,11.67,14926000128.0,0.16320999,4295000064,Not Available
ZTS,$175.25,$150.92,"$24.33
",Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,81036001280.0,33.76222,15.496076,Not Available,0.0098,5.32,9152000000.0,0.26552,3764000000,Not Available
FDX,$302.67,$243.91,"$58.76
",FedEx Corporation,Industrials,Integrated Freight & Logistics,69837291520.0,17.644444,2.5698102,Not Available,0.0186,16.2,87591002112.0,0.0462,10885000192,Not Available
DG,$77.27,$82.07,"$-4.80
",Dollar General Corporation,Consumer Defensive,Discount Stores,17399676928.0,12.304822,2.3965592,Not Available,0.030299999,6.43,39676977152.0,0.03568,3025478912,Not Available
TYL,$629.17,$425.27,"$203.90
","Tyler Technologies, Inc.",Technology,Software - Application,26603395072.0,114.26378,8.120542,Not Available,Not Available,5.44,2077606016.0,0.113929994,368943008,Not Available
HIG,$123.31,$81.87,"$41.44
","The Hartford Financial Services Group, Inc.",Financial Services,Insurance - Property & Casualty,34957955072.0,12.1074295,2.103253,Not Available,0.0172,9.96,26083999744.0,0.11612,4254000128,Not Available
CMS,$69.71,$57.24,"$12.47
",CMS Energy Corporation,Utilities,Utilities - Regulated Electric,20601225216.0,19.699999,2.612138,Not Available,0.0301,3.5,7475999744.0,0.14005,2739000064,Not Available
CAG,$27.55,$27.11,"$0.44
","Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,13351711744.0,27.426472,1.5354849,Not Available,0.050300002,1.02,11941799936.0,0.041389998,2239500032,Not Available
INCY,$74.59,$54.06,"$20.53
",Incyte Corporation,Healthcare,Biotechnology,13997949952.0,807.3333,4.4175587,Not Available,Not Available,0.09,4075859968.0,0.00797,80491000,Not Available
SCHW,$82.76,$58.50,"$24.26
",The Charles Schwab Corporation,Financial Services,Capital Markets,148330266624.0,31.652344,3.8988595,Not Available,0.0123000005,2.56,18736001024.0,0.27471,Not Available,Not Available
HSIC,$77.05,$65.58,"$11.47
","Henry Schein, Inc.",Healthcare,Medical Distribution,9438351360.0,31.024588,2.7046337,Not Available,Not Available,2.44,12499000320.0,0.025120001,922000000,Not Available
AZO,$3169.54,$2595.97,"$573.57
","AutoZone, Inc.",Consumer Cyclical,Specialty Retail,53821935616.0,21.305674,Not Available,Not Available,Not Available,149.44,18490267648.0,0.14399,4338463232,Not Available
AXP,$304.68,$178.58,"$126.10
",American Express Company,Financial Services,Credit Services,212316192768.0,22.161396,7.1425695,Not Available,0.0093,13.6,59238998016.0,0.16698,Not Available,Not Available
HPE,$21.22,$15.60,"$5.62
",Hewlett Packard Enterprise Company,Technology,Communication Equipment,27382454272.0,14.9539,1.2400023,Not Available,0.024500001,1.41,29020000256.0,0.06392,4909000192,Not Available
DFS,$182.43,$96.87,"$85.56
",Discover Financial Services,Financial Services,Credit Services,44620517376.0,14.297667,2.5844543,Not Available,0.0155,12.43,11685999616.0,0.27306,Not Available,Not Available
HRL,$32.43,$29.53,"$2.90
",Hormel Foods Corporation,Consumer Defensive,Packaged Foods,17572325376.0,22.40909,2.233568,Not Available,0.0361,1.43,11980785664.0,0.065170005,1353831040,Not Available
SO,$89.13,$69.01,"$20.12
",The Southern Company,Utilities,Utilities - Regulated Electric,95652864000.0,20.349651,2.8726556,Not Available,0.0328,4.29,26428000256.0,0.17867,13061000192,Not Available
FRT,$116.65,$94.79,"$21.86
",Federal Realty Investment Trust,Real Estate,REIT - Retail,9719895040.0,33.011627,3.268384,Not Available,0.0385,3.44,1185020032.0,0.24791001,739025984,Not Available
ZBH,$112.10,$104.85,"$7.25
","Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices,21987723264.0,21.078245,1.7815378,Not Available,0.0087,5.24,7595500032.0,0.14265001,2557400064,Not Available
CME,$238.00,$197.79,"$40.21
",CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,86269763584.0,25.146795,3.0506601,Not Available,0.0195,9.52,6034400256.0,0.57434,4209900032,Not Available
XOM,$117.96,$99.71,"$18.25
",Exxon Mobil Corporation,Energy,Oil & Gas Integrated,517741608960.0,14.669989,1.9276084,Not Available,0.0336,8.03,343818010624.0,0.09802,71537999872,Not Available
AMP,$573.97,$367.75,"$206.22
","Ameriprise Financial, Inc.",Financial Services,Asset Management,54853021696.0,21.59702,9.618433,Not Available,0.0105,26.18,17444999168.0,0.15517001,Not Available,Not Available
CVX,$161.93,$140.75,"$21.18
",Chevron Corporation,Energy,Oil & Gas Integrated,289029160960.0,17.814285,1.8650699,Not Available,0.0402,9.1,191688998912.0,0.087019995,38942998528,Not Available
CMCSA,$43.19,$37.88,"$5.31
",Comcast Corporation,Communication Services,Telecom Services,164541218816.0,11.590297,1.9222171,Not Available,0.0286,3.71,123069997056.0,0.11924,37285998592,Not Available
PCG,$21.63,$16.60,"$5.03
",PG&E Corporation,Utilities,Utilities - Regulated Electric,54424186880.0,16.257812,1.657639,Not Available,0.0019,1.28,24828999680.0,0.110640004,9317999616,Not Available
PNW,$93.70,$68.77,"$24.93
",Pinnacle West Capital Corporation,Utilities,Utilities - Regulated Electric,10454714368.0,17.283833,1.5791643,Not Available,0.0387,5.32,5021081088.0,0.122609995,1978172032,Not Available
ICE,$160.96,$118.00,"$42.96
","Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,90191724544.0,37.311165,3.3108506,Not Available,0.0114,4.21,9157000192.0,0.26525998,5558000128,Not Available
BEN,$22.76,$20.23,"$2.53
","Franklin Resources, Inc.",Financial Services,Asset Management,11638521856.0,26.147058,0.9303445,Not Available,0.054899998,0.85,8478000128.0,0.054819997,1688400000,Not Available
UHS,$205.00,$145.03,"$59.97
","Universal Health Services, Inc.",Healthcare,Medical Care Facilities,13172670464.0,13.29494,1.9941481,Not Available,0.004,15.02,15417758720.0,0.06655,2124051968,Not Available
BKR,$43.95,$30.06,"$13.89
",Baker Hughes Company,Energy,Oil & Gas Equipment & Services,43093856256.0,19.529148,2.6606793,Not Available,0.019199999,2.23,27299999744.0,0.082049996,4336999936,Not Available
EMN,$104.72,$85.23,"$19.49
",Eastman Chemical Company,Basic Materials,Specialty Chemicals,11957585920.0,13.828419,2.1139345,Not Available,0.0311,7.46,9344000000.0,0.09471,1684000000,Not Available
SBAC,$226.25,$192.98,"$33.27
",SBA Communications Corporation,Real Estate,REIT - Specialty,24215255040.0,35.5782,Not Available,Not Available,0.0176,6.33,2660957952.0,0.25759,1785819008,Not Available
ROK,$295.14,$254.11,"$41.03
","Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,32901007360.0,35.153797,9.421777,Not Available,0.0176,8.29,8264200192.0,0.11526,1613699968,Not Available
PTC,$200.06,$159.30,"$40.76
",PTC Inc.,Technology,Software - Application,23967537152.0,64.15273,7.455439,Not Available,Not Available,3.11,2298471936.0,0.16373,698484992,Not Available
NRG,$101.61,$51.36,"$50.25
","NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,20295088128.0,24.799505,10.979726,Not Available,0.0164,4.04,28117999616.0,0.03428,2192999936,Not Available
NSC,$275.85,$215.94,"$59.91
",Norfolk Southern Corporation,Industrials,Railroads,61075746816.0,25.324577,4.4305854,Not Available,0.0198,10.66,12172000256.0,0.19849001,5888000000,Not Available
NKE,$78.77,$76.23,"$2.54
","NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,117591498752.0,22.636103,8.447391,Not Available,0.0202,3.49,50012000256.0,0.10599,7200999936,Not Available
FIS,$85.30,$58.99,"$26.31
","Fidelity National Information Services, Inc.",Technology,Information Technology Services,45846228992.0,87.793816,2.7908502,Not Available,0.016900001,0.97,10030999552.0,0.14146,3571000064,Not Available
AMTM,$24.35,$23.09,"$1.26
","Amentum Holdings, Inc.",Industrials,Specialty Business Services,5858712064.0,14.333334,Not Available,Not Available,Not Available,1.68,5616000000.0,0.045760002,433000000,Not Available
FANG,$177.59,$153.01,"$24.58
","Diamondback Energy, Inc.",Energy,Oil & Gas E&P,51058655232.0,10.084487,1.3676715,Not Available,0.0471,17.34,9157000192.0,0.35208,6817999872,Not Available
VTR,$64.07,$44.16,"$19.91
","Ventas, Inc.",Real Estate,REIT - Healthcare Facilities,26370461696.0,Not Available,2.7005198,Not Available,0.028900001,-0.14,4797114880.0,-0.01386,1857009024,Not Available
MAS,$80.56,$61.80,"$18.76
",Masco Corporation,Industrials,Building Products & Equipment,17344061440.0,21.38032,Not Available,Not Available,0.014400001,3.76,7881999872.0,0.10543,1494000000,Not Available
RF,$27.26,$17.08,"$10.18
",Regions Financial Corporation,Financial Services,Banks - Regional,23839502336.0,14.819209,1.4081708,Not Available,0.0377,1.77,6556000256.0,0.26693,Not Available,Not Available
AMCR,$10.64,$9.09,"$1.55
",Amcor plc,Consumer Cyclical,Packaging & Containers,15255564288.0,19.915096,3.890527,Not Available,0.0482,0.53,13550000128.0,0.056750003,1904000000,Not Available
TAP,$62.06,$51.39,"$10.67
",Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,12610613248.0,13.791667,0.9475289,Not Available,0.028499998,4.44,11682199552.0,0.08028,2418400000,Not Available
MAR,$289.09,$211.40,"$77.69
","Marriott International, Inc.",Consumer Cyclical,Lodging,79049441280.0,29.755228,Not Available,Not Available,0.0088,9.56,6569999872.0,0.42131,4112999936,Not Available
XYL,$126.75,$106.96,"$19.79
",Xylem Inc.,Industrials,Specialty Industrial Machinery,30818787328.0,36.452587,2.9099858,Not Available,0.0113,3.48,8424000000.0,0.098529994,1688999936,Not Available
CMI,$375.04,$239.99,"$135.05
",Cummins Inc.,Industrials,Specialty Industrial Machinery,51116756992.0,24.386126,4.95558,Not Available,0.019299999,15.28,34197999616.0,0.06132,4582000128,Not Available
MTD,$1251.20,$1114.19,"$137.01
",Mettler-Toledo International Inc.,Healthcare,Diagnostics & Research,26356533248.0,33.628567,Not Available,Not Available,Not Available,37.14,3762225920.0,0.21148,1142445056,Not Available
CPAY,$381.18,$247.32,"$133.86
","Corpay, Inc.",Technology,Software - Infrastructure,26172297216.0,26.778887,8.473223,Not Available,Not Available,14.02,3877477888.0,0.26142,2066438016,Not Available
KR,$61.08,$45.44,"$15.64
",The Kroger Co.,Consumer Defensive,Grocery Stores,43025715200.0,15.568064,4.820068,Not Available,0.021300001,3.82,150202007552.0,0.018609999,8067999744,Not Available
PLD,$116.78,$105.35,"$11.43
","Prologis, Inc.",Real Estate,REIT - Industrial,108035997696.0,35.240936,2.038045,Not Available,0.033099998,3.31,8239209984.0,0.37427,5739131904,Not Available
IBM,$227.41,$163.20,"$64.21
",International Business Machines Corporation,Technology,Information Technology Services,209894408192.0,33.042213,8.585476,Not Available,0.0294,6.87,62579998720.0,0.10222,14675999744,Not Available
USB,$53.29,$38.60,"$14.69
",U.S. Bancorp,Financial Services,Banks - Regional,80910958592.0,15.958462,1.5551257,Not Available,0.0379,3.25,24896999424.0,0.22023001,Not Available,Not Available
BSX,$90.66,$58.45,"$32.21
",Boston Scientific Corporation,Healthcare,Medical Devices,133116329984.0,74.64462,6.42664,Not Available,Not Available,1.21,15911000064.0,0.112629995,4063000064,Not Available
LKQ,$39.29,$38.45,"$0.84
",LKQ Corporation,Consumer Cyclical,Auto Parts,10142339072.0,14.396679,1.6346838,Not Available,0.0305,2.71,14499000320.0,0.049039997,1732000000,Not Available
LIN,$460.99,$407.43,"$53.56
",Linde plc,Basic Materials,Specialty Chemicals,217863733248.0,34.68878,5.5615726,Not Available,0.0121,13.19,33024999424.0,0.19328,12581000192,Not Available
ITW,$277.52,$235.66,"$41.86
",Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,81186824192.0,23.782871,23.942348,Not Available,0.0215,11.56,15948999680.0,0.21663,4652000256,Not Available
EOG,$133.26,$112.14,"$21.12
","EOG Resources, Inc.",Energy,Oil & Gas E&P,74097164288.0,10.632769,2.5156105,Not Available,0.0297,12.39,23864000512.0,0.2992,13168000000,Not Available
KMB,$139.35,$121.07,"$18.28
",Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,45887537152.0,17.823835,35.712433,Not Available,0.035,7.72,20099999744.0,0.1297,3897999872,Not Available
SPGI,$522.51,$423.42,"$99.09
",S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,161365311488.0,45.817623,4.7471385,Not Available,0.0069999998,11.35,13767999488.0,0.25792,6645000192,Not Available
NEM,$41.94,$32.90,"$9.04
",Newmont Corporation,Basic Materials,Gold,47769362432.0,Not Available,1.6155859,Not Available,0.024400001,-2.19,16986999808.0,-0.07141,6008999936,Not Available
LULU,$320.66,$261.14,"$59.52
",Lululemon Athletica Inc.,Consumer Cyclical,Apparel Retail,41361117184.0,26.034004,10.3385,Not Available,Not Available,12.94,9989289984.0,0.16343,2699964928,Not Available
WFC,$76.17,$46.21,"$29.96
",Wells Fargo & Company,Financial Services,Banks - Diversified,248035344384.0,15.487838,1.5136027,Not Available,0.021300001,4.81,77875003392.0,0.23228,Not Available,Not Available
CTVA,$62.24,$45.90,"$16.34
","Corteva, Inc.",Basic Materials,Agricultural Inputs,42601857024.0,64.56771,1.7268902,Not Available,0.0109,0.96,16636999680.0,0.04177,3014000128,Not Available
EL,$72.12,$72.11,"$0.01
",The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,27451045888.0,136.55357,5.399661,Not Available,0.0184,0.56,15450999808.0,0.01314,2438000128,Not Available
GS,$608.57,$363.94,"$244.63
","The Goldman Sachs Group, Inc.",Financial Services,Capital Markets,189129211904.0,17.65812,1.8390561,Not Available,0.0199,34.12,49386999808.0,0.24648,Not Available,Not Available
GD,$284.01,$251.25,"$32.76
",General Dynamics Corporation,Industrials,Aerospace & Defense,76290146304.0,21.130999,3.315528,Not Available,0.020499999,13.13,46045999104.0,0.07903,5402999808,Not Available
CNP,$32.62,$26.31,"$6.31
","CenterPoint Energy, Inc.",Utilities,Utilities - Regulated Electric,21243041792.0,21.730001,2.0163934,Not Available,0.026300002,1.5,8562999808.0,0.11246,3081999872,Not Available
PM,$133.06,$92.86,"$40.20
",Philip Morris International Inc.,Consumer Defensive,Tobacco,202423320576.0,20.66508,Not Available,Not Available,0.041199997,6.3,37219000320.0,0.26417,15301000192,Not Available
MCO,$499.98,$380.30,"$119.68
",Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,89526304768.0,45.15448,22.92616,Not Available,0.0068,10.94,6896000000.0,0.29046,3313999872,Not Available
CLX,$167.17,$132.30,"$34.87
",The Clorox Company,Consumer Defensive,Household & Personal Products,20729604096.0,58.149303,345.29895,Not Available,0.0293,2.88,7469000192.0,0.0478,1371000064,Not Available
CAH,$122.24,$96.92,"$25.32
","Cardinal Health, Inc.",Healthcare,Medical Distribution,29792641024.0,23.67404,Not Available,Not Available,0.0165,5.2,224454000640.0,0.0057,2924000000,Not Available
PANW,$387.82,$275.97,"$111.85
","Palo Alto Networks, Inc.",Technology,Software - Infrastructure,127860572160.0,50.413975,24.506351,Not Available,Not Available,7.73,8027500032.0,0.3211,1094400000,Not Available
DELL,$127.59,$78.90,"$48.69
",Dell Technologies Inc.,Technology,Computer Hardware,87279165440.0,22.00531,Not Available,Not Available,0.0126,5.65,91838996480.0,0.04325,8725999616,Not Available
MPWR,$567.64,$583.77,"$-16.13
","Monolithic Power Systems, Inc.",Technology,Semiconductors,28406059008.0,65.577705,12.078779,Not Available,0.0086,8.88,2039447040.0,0.21292,522235008,Not Available
